# Sub-spectrum 04 — bands at 110, 165, 215 cm^-1
# Wavenumber(cm-1)   Intensity   Error
   377.000        1.54336    5.00000
   378.000       -0.38308    5.00000
   379.000       -6.12743    5.00000
   380.000        7.18215    5.00000
   381.000       -5.08486    5.00000
   382.000       -4.22143    5.00000
   383.000        3.41167    5.00000
   384.000        1.02833    5.00000
   385.000       -3.85257    5.00000
   386.000       -3.16143    5.00000
   387.000       -0.66848    5.00000
   388.000       -2.05668    5.00000
   389.000        3.35511    5.00000
   390.000       -5.69985    5.00000
   391.000        1.93663    5.00000
   392.000        7.77150    5.00000
   393.000        1.12446    5.00000
   394.000       -4.32498    5.00000
   395.000       -3.49985    5.00000
   396.000        0.33254    5.00000
   397.000       -3.00796    5.00000
   398.000        6.28503    5.00000
   399.000       -9.09098    5.00000
   400.000        8.30469    5.00000
   401.000      -10.01612    5.00000
   402.000       -0.09724    5.00000
   403.000       -5.30807    5.00000
   404.000        4.20671    5.00000
   405.000       -3.76537    5.00000
   406.000       -5.56151    5.00000
   407.000       -1.59725    5.00000
   408.000       -1.95311    5.00000
   409.000       -9.57415    5.00000
   410.000        2.37266    5.00000
   411.000      -11.86395    5.00000
   412.000        5.97997    5.00000
   413.000       -1.55292    5.00000
   414.000        4.86157    5.00000
   415.000       -2.90712    5.00000
   416.000       -3.87070    5.00000
   417.000        3.35274    5.00000
   418.000       -2.82752    5.00000
   419.000       -7.64567    5.00000
   420.000       -0.34382    5.00000
   421.000       -6.79457    5.00000
   422.000        0.02546    5.00000
   423.000        6.98392    5.00000
   424.000        4.90181    5.00000
   425.000        0.09698    5.00000
   426.000       -0.74162    5.00000
   427.000       -1.49768    5.00000
   428.000       -3.10220    5.00000
   429.000        1.86018    5.00000
   430.000       -0.70531    5.00000
   431.000       -1.82508    5.00000
   432.000        1.43297    5.00000
   433.000      -10.00983    5.00000
   434.000        9.86379    5.00000
   435.000        3.23140    5.00000
   436.000       -6.88874    5.00000
   437.000        0.65467    5.00000
   438.000       -5.56662    5.00000
   439.000       -2.61817    5.00000
   440.000       -4.39799    5.00000
   441.000        5.53625    5.00000
   442.000       -9.52733    5.00000
   443.000       -1.69623    5.00000
   444.000       -8.17017    5.00000
   445.000       -0.02768    5.00000
   446.000       -1.51455    5.00000
   447.000       -6.96018    5.00000
   448.000        7.27153    5.00000
   449.000        7.88951    5.00000
   450.000       -2.74917    5.00000
   451.000        2.68084    5.00000
   452.000       -0.67337    5.00000
   453.000        1.28734    5.00000
   454.000        7.73026    5.00000
   455.000       -1.27411    5.00000
   456.000        9.02941    5.00000
   457.000       -1.37290    5.00000
   458.000       -0.40020    5.00000
   459.000        9.51366    5.00000
   460.000        1.44267    5.00000
   461.000      -10.09361    5.00000
   462.000        1.18963    5.00000
   463.000       -6.34412    5.00000
   464.000       -8.24834    5.00000
   465.000       -4.64901    5.00000
   466.000        1.69415    5.00000
   467.000       -5.50354    5.00000
   468.000       -6.94345    5.00000
   469.000       -1.83641    5.00000
   470.000        2.08502    5.00000
   471.000       -3.42036    5.00000
   472.000       -6.47108    5.00000
   473.000      -10.80279    5.00000
   474.000       -3.82076    5.00000
   475.000        4.28138    5.00000
   476.000        5.06987    5.00000
   477.000        4.00807    5.00000
   478.000       -0.81785    5.00000
   479.000        0.70497    5.00000
   480.000        6.39633    5.00000
   481.000       -4.28596    5.00000
   482.000        1.87742    5.00000
   483.000       -9.29783    5.00000
   484.000        3.46776    5.00000
   485.000       -2.19932    5.00000
   486.000       -5.72263    5.00000
   487.000        3.91933    5.00000
   488.000       -5.50138    5.00000
   489.000       -4.28197    5.00000
   490.000        7.73817    5.00000
   491.000       -5.17640    5.00000
   492.000       -3.22665    5.00000
   493.000       -3.36324    5.00000
   494.000        3.97669    5.00000
   495.000       -9.12721    5.00000
   496.000        6.30399    5.00000
   497.000       -1.16509    5.00000
   498.000       -1.53299    5.00000
   499.000       -4.43239    5.00000
   500.000       -0.67656    5.00000
   501.000        7.40234    5.00000
   502.000        1.11432    5.00000
   503.000       -4.61296    5.00000
   504.000       -1.68734    5.00000
   505.000        2.72139    5.00000
   506.000        0.47545    5.00000
   507.000       -1.23804    5.00000
   508.000        3.07108    5.00000
   509.000        1.85335    5.00000
   510.000       -5.34095    5.00000
   511.000       -9.52725    5.00000
   512.000        2.54949    5.00000
   513.000        9.33398    5.00000
   514.000       -4.05718    5.00000
   515.000       -0.65886    5.00000
   516.000        6.81633    5.00000
   517.000        8.74381    5.00000
   518.000        0.37155    5.00000
   519.000        6.29373    5.00000
   520.000        3.79800    5.00000
   521.000       -2.73451    5.00000
   522.000      -10.04976    5.00000
   523.000       -4.50310    5.00000
   524.000        1.88993    5.00000
   525.000        2.13980    5.00000
   526.000       -2.46795    5.00000
   527.000       -4.24548    5.00000
   528.000       -7.95876    5.00000
   529.000       -8.35914    5.00000
   530.000       -0.56832    5.00000
   531.000       -7.83163    5.00000
   532.000       -0.03374    5.00000
   533.000       -3.94835    5.00000
   534.000       -2.08950    5.00000
   535.000       10.66792    5.00000
   536.000        0.28216    5.00000
   537.000       -1.67714    5.00000
   538.000       -0.82629    5.00000
   539.000       -7.32812    5.00000
   540.000        6.73569    5.00000
   541.000        4.27880    5.00000
   542.000       -2.62048    5.00000
   543.000        1.18572    5.00000
   544.000       -3.31883    5.00000
   545.000        2.02025    5.00000
   546.000       -6.67623    5.00000
   547.000        1.37577    5.00000
   548.000        7.54456    5.00000
   549.000        2.26940    5.00000
   550.000       -2.91266    5.00000
   551.000        4.78644    5.00000
   552.000        9.79010    5.00000
   553.000        3.69185    5.00000
   554.000        0.52315    5.00000
   555.000       -3.97431    5.00000
   556.000        2.21478    5.00000
   557.000        9.64772    5.00000
   558.000      -10.04820    5.00000
   559.000        4.92245    5.00000
   560.000        0.77477    5.00000
   561.000        7.60241    5.00000
   562.000       -0.60424    5.00000
   563.000      -10.78336    5.00000
   564.000        9.99225    5.00000
   565.000       -5.76203    5.00000
   566.000        4.03630    5.00000
   567.000       -0.60333    5.00000
   568.000       -0.16359    5.00000
   569.000        0.72229    5.00000
   570.000       -2.69534    5.00000
   571.000        0.96673    5.00000
   572.000        1.57202    5.00000
   573.000        4.04147    5.00000
   574.000        0.65841    5.00000
