# Sub-spectrum 06 — bands at 110, 330, 525 cm^-1
# Wavenumber(cm-1)   Intensity   Error
   422.000        2.79058    5.00000
   423.000       -2.33919    5.00000
   424.000       -1.80404    5.00000
   425.000        4.33591    5.00000
   426.000        1.84761    5.00000
   427.000        3.31668    5.00000
   428.000        2.36760    5.00000
   429.000       -2.53384    5.00000
   430.000       -4.97246    5.00000
   431.000       -4.79476    5.00000
   432.000       -6.36762    5.00000
   433.000       -9.73177    5.00000
   434.000       -2.63746    5.00000
   435.000       -4.19085    5.00000
   436.000        0.63565    5.00000
   437.000       -0.82647    5.00000
   438.000        2.18187    5.00000
   439.000        5.94666    5.00000
   440.000       -4.58554    5.00000
   441.000       -0.93028    5.00000
   442.000       -1.58070    5.00000
   443.000       -4.04259    5.00000
   444.000       -5.63727    5.00000
   445.000        0.62877    5.00000
   446.000        1.65134    5.00000
   447.000       -1.04957    5.00000
   448.000        3.15215    5.00000
   449.000        1.90324    5.00000
   450.000        5.40663    5.00000
   451.000        0.56905    5.00000
   452.000        1.12344    5.00000
   453.000        5.96654    5.00000
   454.000       -1.79009    5.00000
   455.000        2.68403    5.00000
   456.000        5.35670    5.00000
   457.000        4.89987    5.00000
   458.000        4.55280    5.00000
   459.000        3.52645    5.00000
   460.000       -1.00153    5.00000
   461.000        5.33968    5.00000
   462.000       -2.08786    5.00000
   463.000       -1.66471    5.00000
   464.000       -0.61537    5.00000
   465.000        3.16744    5.00000
   466.000        8.51625    5.00000
   467.000        7.08748    5.00000
   468.000        6.86613    5.00000
   469.000        3.96732    5.00000
   470.000        1.30113    5.00000
   471.000       -3.79837    5.00000
   472.000       -2.35961    5.00000
   473.000        1.27377    5.00000
   474.000        9.12994    5.00000
   475.000        3.50812    5.00000
   476.000        2.50208    5.00000
   477.000        3.56986    5.00000
   478.000       -6.01308    5.00000
   479.000       -2.58464    5.00000
   480.000        3.32926    5.00000
   481.000        5.89797    5.00000
   482.000       -2.14956    5.00000
   483.000        3.64985    5.00000
   484.000       -8.51421    5.00000
   485.000        3.46680    5.00000
   486.000        8.13448    5.00000
   487.000        0.05292    5.00000
   488.000       -1.95868    5.00000
   489.000       14.56426    5.00000
   490.000        1.51466    5.00000
   491.000        8.27417    5.00000
   492.000       -1.78813    5.00000
   493.000       -4.36390    5.00000
   494.000       -5.93169    5.00000
   495.000        6.85872    5.00000
   496.000       -6.21585    5.00000
   497.000       -7.67204    5.00000
   498.000       -0.47705    5.00000
   499.000        0.99595    5.00000
   500.000        1.99236    5.00000
   501.000       -2.29650    5.00000
   502.000        0.53321    5.00000
   503.000        5.68269    5.00000
   504.000       -3.24010    5.00000
   505.000        8.17993    5.00000
   506.000       12.27156    5.00000
   507.000       17.99263    5.00000
   508.000       15.66844    5.00000
   509.000       21.86305    5.00000
   510.000       20.72546    5.00000
   511.000       30.31535    5.00000
   512.000       27.58997    5.00000
   513.000       41.96519    5.00000
   514.000       39.52890    5.00000
   515.000       39.09574    5.00000
   516.000       48.40573    5.00000
   517.000       44.48779    5.00000
   518.000       64.92132    5.00000
   519.000       62.94617    5.00000
   520.000       75.51291    5.00000
   521.000       84.83234    5.00000
   522.000       77.49938    5.00000
   523.000       80.37299    5.00000
   524.000       81.11680    5.00000
   525.000       84.30871    5.00000
   526.000       92.95303    5.00000
   527.000       86.60009    5.00000
   528.000       78.65154    5.00000
   529.000       79.08413    5.00000
   530.000       59.05428    5.00000
   531.000       64.92686    5.00000
   532.000       44.71163    5.00000
   533.000       58.81034    5.00000
   534.000       36.62976    5.00000
   535.000       44.61099    5.00000
   536.000       32.00514    5.00000
   537.000       44.31270    5.00000
   538.000       20.61649    5.00000
   539.000       21.18542    5.00000
   540.000       27.66806    5.00000
   541.000       18.27908    5.00000
   542.000       14.41050    5.00000
   543.000        9.95998    5.00000
   544.000        9.69638    5.00000
   545.000        3.92303    5.00000
   546.000        5.57532    5.00000
   547.000        5.15743    5.00000
   548.000        8.20181    5.00000
   549.000        4.28708    5.00000
   550.000        7.57856    5.00000
   551.000       -4.52161    5.00000
   552.000        9.61683    5.00000
   553.000        4.56723    5.00000
   554.000       10.24148    5.00000
   555.000        4.50976    5.00000
   556.000        1.17757    5.00000
   557.000        2.25182    5.00000
   558.000       -4.34116    5.00000
   559.000        0.19193    5.00000
   560.000        2.16319    5.00000
   561.000        1.82447    5.00000
   562.000       -7.10264    5.00000
   563.000        3.46885    5.00000
   564.000       -4.05993    5.00000
   565.000       -0.16948    5.00000
   566.000        5.11225    5.00000
   567.000       -2.71963    5.00000
   568.000        0.14594    5.00000
   569.000       -1.46638    5.00000
   570.000        3.40163    5.00000
   571.000       -5.09287    5.00000
   572.000       -7.11721    5.00000
   573.000       -9.76001    5.00000
   574.000       11.46547    5.00000
