# Total spectrum = sum of the 10 sub-spectra (synthetic NRVS-like demo)
# Wavenumber(cm-1)   Intensity   Error
   151.000      129.07755    5.00000
   152.000      152.35612    5.00000
   153.000      174.52991    5.00000
   154.000      216.31197    5.00000
   155.000      219.27969    5.00000
   156.000      258.04569    5.00000
   157.000      291.64605    5.00000
   158.000      327.04897    5.00000
   159.000      358.01214    5.00000
   160.000      381.43590    5.00000
   161.000      408.00242    5.00000
   162.000      423.16577    5.00000
   163.000      431.12912    5.00000
   164.000      448.70802    5.00000
   165.000      446.31942    5.00000
   166.000      437.39480    5.00000
   167.000      435.50831    5.00000
   168.000      423.12565    5.00000
   169.000      405.48471    5.00000
   170.000      381.90022    5.00000
   171.000      355.50529    5.00000
   172.000      333.67202    5.00000
   173.000      296.89876    5.00000
   174.000      266.32733    5.00000
   175.000      242.40459    5.00000
   176.000      212.48929    5.00000
   177.000      175.97778    5.00000
   178.000      157.90734    5.00000
   179.000      130.35294    5.00000
   180.000      115.59071    5.00000
   181.000      106.73016    5.00000
   182.000       86.02342    5.00000
   183.000       72.31650    5.00000
   184.000       58.33354    5.00000
   185.000       59.77366    5.00000
   186.000       52.01197    5.00000
   187.000       52.85491    5.00000
   188.000       50.09924    5.00000
   189.000       49.34176    5.00000
   190.000       51.76563    5.00000
   191.000       46.91866    5.00000
   192.000       57.69414    5.00000
   193.000       47.30824    5.00000
   194.000       67.97891    5.00000
   195.000       65.46814    5.00000
   196.000       72.99445    5.00000
   197.000       94.37123    5.00000
   198.000      110.70588    5.00000
   199.000      136.67046    5.00000
   200.000      151.77366    5.00000
   201.000      176.88655    5.00000
   202.000      214.57913    5.00000
   203.000      250.97517    5.00000
   204.000      282.31221    5.00000
   205.000      327.74659    5.00000
   206.000      363.68813    5.00000
   207.000      413.74474    5.00000
   208.000      456.08774    5.00000
   209.000      485.21060    5.00000
   210.000      538.39250    5.00000
   211.000      568.82802    5.00000
   212.000      592.72334    5.00000
   213.000      627.83712    5.00000
   214.000      633.61387    5.00000
   215.000      633.34831    5.00000
   216.000      628.07432    5.00000
   217.000      619.49934    5.00000
   218.000      601.57042    5.00000
   219.000      569.93085    5.00000
   220.000      538.21138    5.00000
   221.000      492.17505    5.00000
   222.000      454.27316    5.00000
   223.000      417.23265    5.00000
   224.000      369.04856    5.00000
   225.000      328.77157    5.00000
   226.000      283.51251    5.00000
   227.000      253.33210    5.00000
   228.000      208.69462    5.00000
   229.000      176.67361    5.00000
   230.000      146.57030    5.00000
   231.000      130.79095    5.00000
   232.000      108.29652    5.00000
   233.000       96.10439    5.00000
   234.000       75.37740    5.00000
   235.000       58.28973    5.00000
   236.000       57.03470    5.00000
   237.000       44.88379    5.00000
   238.000       40.20812    5.00000
   239.000       44.19815    5.00000
   240.000       37.71356    5.00000
   241.000       30.59772    5.00000
   242.000       30.94666    5.00000
   243.000       24.09661    5.00000
   244.000       22.79536    5.00000
   245.000       32.59906    5.00000
   246.000       36.44330    5.00000
   247.000       34.23834    5.00000
   248.000       29.32348    5.00000
   249.000       37.18447    5.00000
   250.000       41.61718    5.00000
   251.000       47.27218    5.00000
   252.000       47.76915    5.00000
   253.000       65.14951    5.00000
   254.000       71.94117    5.00000
   255.000       79.25849    5.00000
   256.000       89.47498    5.00000
   257.000      108.43349    5.00000
   258.000      128.26528    5.00000
   259.000      152.67507    5.00000
   260.000      176.15088    5.00000
   261.000      186.23195    5.00000
   262.000      219.58082    5.00000
   263.000      242.27223    5.00000
   264.000      255.70844    5.00000
   265.000      275.26534    5.00000
   266.000      305.69079    5.00000
   267.000      309.42673    5.00000
   268.000      324.24498    5.00000
   269.000      326.04401    5.00000
   270.000      328.50996    5.00000
   271.000      320.27686    5.00000
   272.000      319.90295    5.00000
   273.000      304.37170    5.00000
   274.000      291.10512    5.00000
   275.000      280.94088    5.00000
   276.000      256.01346    5.00000
   277.000      248.23451    5.00000
   278.000      213.93708    5.00000
   279.000      196.94695    5.00000
   280.000      172.85107    5.00000
   281.000      142.77860    5.00000
   282.000      119.33360    5.00000
   283.000      104.32432    5.00000
   284.000       95.73464    5.00000
   285.000       88.03708    5.00000
   286.000       67.25016    5.00000
   287.000       60.90234    5.00000
   288.000       52.28395    5.00000
   289.000       57.51337    5.00000
   290.000       35.68398    5.00000
   291.000       31.13251    5.00000
   292.000       29.73156    5.00000
   293.000       27.78116    5.00000
   294.000       13.37140    5.00000
   295.000       23.15927    5.00000
   296.000       19.06665    5.00000
   297.000       20.55210    5.00000
   298.000       15.96644    5.00000
   299.000       24.80327    5.00000
   300.000       26.27401    5.00000
   301.000       24.22426    5.00000
   302.000       26.69143    5.00000
   303.000       19.09343    5.00000
   304.000       20.86110    5.00000
   305.000       24.34727    5.00000
   306.000       33.81078    5.00000
   307.000       38.70632    5.00000
   308.000       43.21258    5.00000
   309.000       45.42976    5.00000
   310.000       53.37075    5.00000
   311.000       65.16127    5.00000
   312.000       68.64565    5.00000
   313.000       83.69471    5.00000
   314.000      103.36278    5.00000
   315.000      127.87492    5.00000
   316.000      144.68757    5.00000
   317.000      165.82385    5.00000
   318.000      190.73385    5.00000
   319.000      223.70525    5.00000
   320.000      241.20584    5.00000
   321.000      291.82089    5.00000
   322.000      324.73289    5.00000
   323.000      351.83586    5.00000
   324.000      390.26232    5.00000
   325.000      418.92144    5.00000
   326.000      439.92215    5.00000
   327.000      473.77429    5.00000
   328.000      484.11470    5.00000
   329.000      488.12815    5.00000
   330.000      507.61534    5.00000
   331.000      493.14404    5.00000
   332.000      479.94821    5.00000
   333.000      470.76023    5.00000
   334.000      449.66723    5.00000
   335.000      420.35533    5.00000
   336.000      374.25161    5.00000
   337.000      356.07450    5.00000
   338.000      322.22107    5.00000
   339.000      288.04622    5.00000
   340.000      258.37702    5.00000
   341.000      224.68144    5.00000
   342.000      192.50523    5.00000
   343.000      159.23632    5.00000
   344.000      145.57247    5.00000
   345.000      119.49787    5.00000
   346.000      103.00158    5.00000
   347.000       92.19777    5.00000
   348.000       77.40070    5.00000
   349.000       63.14935    5.00000
   350.000       48.78719    5.00000
   351.000       41.85007    5.00000
   352.000       33.91249    5.00000
   353.000       33.20748    5.00000
   354.000       41.50060    5.00000
   355.000       29.64894    5.00000
   356.000       28.24855    5.00000
   357.000       27.69068    5.00000
   358.000       29.78713    5.00000
   359.000       33.00067    5.00000
   360.000       26.74792    5.00000
   361.000       33.21426    5.00000
   362.000       46.82304    5.00000
   363.000       21.67981    5.00000
   364.000       36.65624    5.00000
   365.000       42.88567    5.00000
   366.000       49.81399    5.00000
   367.000       58.54149    5.00000
   368.000       63.91602    5.00000
   369.000       94.47112    5.00000
   370.000       90.83832    5.00000
   371.000      109.23054    5.00000
   372.000      124.92478    5.00000
   373.000      148.72131    5.00000
   374.000      170.62650    5.00000
   375.000      193.01052    5.00000
   376.000      223.13684    5.00000
   377.000      240.48591    5.00000
   378.000      271.17508    5.00000
   379.000      282.73231    5.00000
   380.000      317.35206    5.00000
   381.000      334.48195    5.00000
   382.000      350.77309    5.00000
   383.000      360.60610    5.00000
   384.000      365.67917    5.00000
   385.000      358.05900    5.00000
   386.000      364.36799    5.00000
   387.000      358.42582    5.00000
   388.000      343.71190    5.00000
   389.000      333.41212    5.00000
   390.000      309.83641    5.00000
   391.000      292.09998    5.00000
   392.000      262.35721    5.00000
   393.000      242.54462    5.00000
   394.000      215.41704    5.00000
   395.000      189.44405    5.00000
   396.000      160.99727    5.00000
   397.000      151.02490    5.00000
   398.000      122.45896    5.00000
   399.000      100.06392    5.00000
   400.000       96.94846    5.00000
   401.000       72.20533    5.00000
   402.000       60.19328    5.00000
   403.000       55.54298    5.00000
   404.000       39.35318    5.00000
   405.000       36.46203    5.00000
   406.000       25.32370    5.00000
   407.000       20.45394    5.00000
   408.000       26.40929    5.00000
   409.000       22.67843    5.00000
   410.000       27.86292    5.00000
   411.000       28.96248    5.00000
   412.000       20.04999    5.00000
   413.000       19.80587    5.00000
   414.000       11.13522    5.00000
   415.000       14.35751    5.00000
   416.000       16.87390    5.00000
   417.000       21.22451    5.00000
   418.000       19.47040    5.00000
   419.000       15.85507    5.00000
   420.000       16.23949    5.00000
   421.000       13.77225    5.00000
   422.000       11.76292    5.00000
   423.000       15.54598    5.00000
   424.000       21.39636    5.00000
   425.000       24.95317    5.00000
   426.000       25.46055    5.00000
   427.000       31.44953    5.00000
   428.000       43.39812    5.00000
   429.000       40.89490    5.00000
   430.000       45.07289    5.00000
   431.000       54.41597    5.00000
   432.000       55.09585    5.00000
   433.000       80.24845    5.00000
   434.000       93.22788    5.00000
   435.000      110.43433    5.00000
   436.000      124.53859    5.00000
   437.000      147.39080    5.00000
   438.000      169.39142    5.00000
   439.000      204.00595    5.00000
   440.000      247.28863    5.00000
   441.000      265.95106    5.00000
   442.000      305.20509    5.00000
   443.000      322.01278    5.00000
   444.000      356.60494    5.00000
   445.000      388.54744    5.00000
   446.000      413.74666    5.00000
   447.000      418.93374    5.00000
   448.000      440.30081    5.00000
   449.000      456.84166    5.00000
   450.000      463.27575    5.00000
   451.000      448.43416    5.00000
   452.000      438.55819    5.00000
   453.000      420.37707    5.00000
   454.000      406.64122    5.00000
   455.000      379.35934    5.00000
   456.000      363.96435    5.00000
   457.000      332.61081    5.00000
   458.000      295.40602    5.00000
   459.000      269.82579    5.00000
   460.000      236.14181    5.00000
   461.000      203.29208    5.00000
   462.000      179.25044    5.00000
   463.000      154.20076    5.00000
   464.000      128.10300    5.00000
   465.000      104.97310    5.00000
   466.000       89.77360    5.00000
   467.000       77.24529    5.00000
   468.000       70.50057    5.00000
   469.000       50.33173    5.00000
   470.000       44.19572    5.00000
   471.000       44.06047    5.00000
   472.000       29.98115    5.00000
   473.000       32.71621    5.00000
   474.000       19.24945    5.00000
   475.000       19.77935    5.00000
   476.000       18.00641    5.00000
   477.000       24.57218    5.00000
   478.000       16.33028    5.00000
   479.000        8.42830    5.00000
   480.000        7.45563    5.00000
   481.000       22.76786    5.00000
   482.000       14.98465    5.00000
   483.000        9.49603    5.00000
   484.000       15.53817    5.00000
   485.000        7.61104    5.00000
   486.000       12.65348    5.00000
   487.000        7.38136    5.00000
   488.000       11.06669    5.00000
   489.000        4.42032    5.00000
   490.000       12.27999    5.00000
   491.000       15.66823    5.00000
   492.000        9.63752    5.00000
   493.000       13.70618    5.00000
   494.000        7.25284    5.00000
   495.000       10.17941    5.00000
   496.000       12.99666    5.00000
   497.000       16.88093    5.00000
   498.000       13.95186    5.00000
   499.000       12.27528    5.00000
   500.000       10.49754    5.00000
   501.000       17.41202    5.00000
   502.000       14.66179    5.00000
   503.000       27.45752    5.00000
   504.000       18.24429    5.00000
   505.000       32.94784    5.00000
   506.000       36.25921    5.00000
   507.000       42.99605    5.00000
   508.000       52.68105    5.00000
   509.000       65.95297    5.00000
   510.000       75.99396    5.00000
   511.000       81.19861    5.00000
   512.000      108.46031    5.00000
   513.000      115.10276    5.00000
   514.000      137.67899    5.00000
   515.000      161.68690    5.00000
   516.000      179.06419    5.00000
   517.000      196.39094    5.00000
   518.000      218.40155    5.00000
   519.000      239.99802    5.00000
   520.000      268.46587    5.00000
   521.000      271.02288    5.00000
   522.000      296.59573    5.00000
   523.000      294.86317    5.00000
   524.000      305.15660    5.00000
   525.000      312.33785    5.00000
   526.000      303.78949    5.00000
   527.000      300.87871    5.00000
   528.000      289.59662    5.00000
   529.000      272.58448    5.00000
   530.000      268.97538    5.00000
   531.000      241.03058    5.00000
   532.000      229.20118    5.00000
   533.000      189.67175    5.00000
   534.000      184.30888    5.00000
   535.000      157.84469    5.00000
   536.000      137.24667    5.00000
   537.000      124.76356    5.00000
   538.000      106.60053    5.00000
   539.000       92.88749    5.00000
   540.000       77.22773    5.00000
   541.000       60.06680    5.00000
   542.000       49.02390    5.00000
   543.000       40.17969    5.00000
   544.000       29.87917    5.00000
   545.000       34.92704    5.00000
   546.000       29.12213    5.00000
   547.000       22.89541    5.00000
   548.000       16.10770    5.00000
   549.000       11.67577    5.00000
   550.000       11.58011    5.00000
   551.000       10.87010    5.00000
   552.000       13.23231    5.00000
   553.000       12.79675    5.00000
   554.000        0.83150    5.00000
   555.000        8.37057    5.00000
   556.000        8.08434    5.00000
   557.000        8.30644    5.00000
   558.000        1.03965    5.00000
   559.000        7.11529    5.00000
   560.000        3.93209    5.00000
   561.000        7.78638    5.00000
   562.000        6.76043    5.00000
   563.000        8.17352    5.00000
   564.000       11.90649    5.00000
   565.000        6.67013    5.00000
   566.000        6.95173    5.00000
   567.000        8.59060    5.00000
   568.000       -0.39531    5.00000
   569.000        1.07414    5.00000
   570.000        3.30566    5.00000
   571.000        1.70687    5.00000
   572.000       11.25016    5.00000
   573.000        3.33558    5.00000
   574.000       -3.12744    5.00000
