# Sub-spectrum 09 — bands at 110, 270, 450, 525 cm^-1
# Wavenumber(cm-1)   Intensity   Error
   133.000       16.81037    5.00000
   134.000       16.38290    5.00000
   135.000        1.45887    5.00000
   136.000        0.84634    5.00000
   137.000       -0.66689    5.00000
   138.000        3.38841    5.00000
   139.000        2.49200    5.00000
   140.000        1.74590    5.00000
   141.000       -3.15755    5.00000
   142.000        8.87969    5.00000
   143.000       -5.21269    5.00000
   144.000       -0.64371    5.00000
   145.000        5.91108    5.00000
   146.000        4.92660    5.00000
   147.000        0.64905    5.00000
   148.000        6.34839    5.00000
   149.000       -0.14693    5.00000
   150.000       11.33671    5.00000
   151.000        6.59836    5.00000
   152.000       -2.45114    5.00000
   153.000        5.52385    5.00000
   154.000        0.08551    5.00000
   155.000        3.05675    5.00000
   156.000        7.20341    5.00000
   157.000       -3.08304    5.00000
   158.000        8.03220    5.00000
   159.000       -0.36443    5.00000
   160.000        6.40597    5.00000
   161.000        3.11850    5.00000
   162.000       -1.88056    5.00000
   163.000       -5.94558    5.00000
   164.000       -5.29722    5.00000
   165.000        2.28685    5.00000
   166.000       -4.65771    5.00000
   167.000       -1.71437    5.00000
   168.000       -0.49250    5.00000
   169.000       -2.48394    5.00000
   170.000       -1.52971    5.00000
   171.000        3.72582    5.00000
   172.000        6.27048    5.00000
   173.000        2.99638    5.00000
   174.000        3.87606    5.00000
   175.000        3.31013    5.00000
   176.000       -1.56578    5.00000
   177.000        1.54474    5.00000
   178.000       -7.84410    5.00000
   179.000        1.00530    5.00000
   180.000       -1.54607    5.00000
   181.000        6.77266    5.00000
   182.000       -8.71138    5.00000
   183.000       -4.77757    5.00000
   184.000       11.96349    5.00000
   185.000        4.23720    5.00000
   186.000        7.47229    5.00000
   187.000       -3.38880    5.00000
   188.000       -6.71745    5.00000
   189.000        2.96119    5.00000
   190.000        1.34823    5.00000
   191.000        3.26698    5.00000
   192.000        8.27775    5.00000
   193.000        4.81549    5.00000
   194.000       -7.19307    5.00000
   195.000       -2.00639    5.00000
   196.000      -10.48700    5.00000
   197.000        3.28219    5.00000
   198.000       -1.77698    5.00000
   199.000       -5.80205    5.00000
   200.000        2.35256    5.00000
   201.000       -4.96825    5.00000
   202.000        5.60455    5.00000
   203.000        4.15370    5.00000
   204.000       11.74701    5.00000
   205.000       -3.18359    5.00000
   206.000        5.35952    5.00000
   207.000       -1.66039    5.00000
   208.000       -5.41641    5.00000
   209.000        9.90327    5.00000
   210.000       -4.68503    5.00000
   211.000        8.88607    5.00000
   212.000       -1.13244    5.00000
   213.000        4.27989    5.00000
   214.000       -1.46383    5.00000
   215.000       -3.17986    5.00000
   216.000       -3.79957    5.00000
   217.000       -1.36731    5.00000
   218.000        1.96857    5.00000
   219.000        7.76565    5.00000
   220.000       -3.18789    5.00000
   221.000        0.94652    5.00000
   222.000       -0.51715    5.00000
   223.000        0.43597    5.00000
   224.000       -4.22768    5.00000
   225.000       -5.98229    5.00000
   226.000       -1.38834    5.00000
   227.000        0.83348    5.00000
   228.000       13.06213    5.00000
   229.000        8.57559    5.00000
   230.000       -0.89034    5.00000
   231.000       -5.28365    5.00000
   232.000       -7.29488    5.00000
   233.000        6.03896    5.00000
   234.000        7.41928    5.00000
   235.000       11.87111    5.00000
   236.000        0.27301    5.00000
   237.000        3.64624    5.00000
   238.000        0.11623    5.00000
   239.000        9.10592    5.00000
   240.000        6.80444    5.00000
   241.000       -1.49706    5.00000
   242.000        3.47892    5.00000
   243.000       -2.04893    5.00000
   244.000        3.88877    5.00000
   245.000       -3.26849    5.00000
   246.000        5.38182    5.00000
   247.000       11.09958    5.00000
   248.000       12.37151    5.00000
   249.000        0.99098    5.00000
   250.000        8.84313    5.00000
   251.000        3.62835    5.00000
   252.000       17.84779    5.00000
   253.000       16.92866    5.00000
   254.000       12.19004    5.00000
   255.000       16.77423    5.00000
   256.000       28.14631    5.00000
   257.000       21.40195    5.00000
   258.000       35.30245    5.00000
   259.000       42.30058    5.00000
   260.000       43.11239    5.00000
   261.000       51.27989    5.00000
   262.000       59.38071    5.00000
   263.000       68.09001    5.00000
   264.000       64.98309    5.00000
   265.000       73.98876    5.00000
   266.000       85.71076    5.00000
   267.000       72.70174    5.00000
   268.000       93.68450    5.00000
   269.000       97.33953    5.00000
   270.000      100.76924    5.00000
   271.000       78.85308    5.00000
   272.000       86.48573    5.00000
   273.000       82.51828    5.00000
   274.000       88.96069    5.00000
   275.000       80.13235    5.00000
   276.000       76.34595    5.00000
   277.000       68.87316    5.00000
   278.000       51.30531    5.00000
   279.000       54.70347    5.00000
   280.000       35.51863    5.00000
   281.000       42.69556    5.00000
   282.000       35.95906    5.00000
   283.000       28.98723    5.00000
   284.000       26.53613    5.00000
   285.000       24.90899    5.00000
   286.000       13.94861    5.00000
   287.000       16.67765    5.00000
   288.000       19.66109    5.00000
   289.000       12.27399    5.00000
   290.000        9.73157    5.00000
   291.000        7.10404    5.00000
   292.000       -0.44833    5.00000
   293.000       12.26764    5.00000
   294.000        2.32668    5.00000
   295.000        3.99779    5.00000
   296.000        1.82819    5.00000
   297.000        1.15568    5.00000
   298.000       -0.32992    5.00000
   299.000       -1.16073    5.00000
   300.000        6.80758    5.00000
   301.000        8.79475    5.00000
   302.000        3.02346    5.00000
   303.000       -4.09432    5.00000
   304.000        1.23689    5.00000
   305.000       12.57093    5.00000
   306.000        2.94196    5.00000
   307.000        0.32250    5.00000
   308.000       -2.86386    5.00000
   309.000        3.81963    5.00000
   310.000       -0.08477    5.00000
   311.000        7.48006    5.00000
   312.000        6.44594    5.00000
   313.000        3.53972    5.00000
   314.000        1.30562    5.00000
   315.000        3.58639    5.00000
   316.000        2.43717    5.00000
   317.000       -0.34105    5.00000
   318.000        7.44818    5.00000
   319.000        0.30863    5.00000
   320.000       -1.92650    5.00000
   321.000       -7.66412    5.00000
   322.000       -0.37164    5.00000
   323.000       -6.98587    5.00000
   324.000        4.47754    5.00000
   325.000       -3.38392    5.00000
   326.000       -3.94602    5.00000
   327.000      -10.70702    5.00000
   328.000        1.98136    5.00000
   329.000       -0.92724    5.00000
   330.000        4.07467    5.00000
   331.000       -4.07681    5.00000
   332.000        5.66671    5.00000
   333.000        4.23501    5.00000
   334.000        8.73048    5.00000
   335.000       -1.75077    5.00000
   336.000        6.16139    5.00000
   337.000       -3.57227    5.00000
   338.000        1.02785    5.00000
   339.000       -0.68566    5.00000
   340.000        7.43586    5.00000
   341.000        2.66556    5.00000
   342.000       10.27847    5.00000
   343.000        2.47213    5.00000
   344.000        1.36507    5.00000
   345.000        0.13735    5.00000
   346.000        1.83415    5.00000
   347.000       -3.12359    5.00000
   348.000       -4.87254    5.00000
   349.000       -2.20099    5.00000
   350.000       -1.34220    5.00000
   351.000       -2.10048    5.00000
   352.000       11.38437    5.00000
   353.000       -0.42999    5.00000
   354.000       -1.00827    5.00000
   355.000        6.76094    5.00000
   356.000        4.97733    5.00000
   357.000       -3.17133    5.00000
   358.000        4.74585    5.00000
   359.000        5.54326    5.00000
   360.000       -3.68234    5.00000
   361.000       -0.21172    5.00000
   362.000        4.04496    5.00000
   363.000        5.00872    5.00000
   364.000       -3.23202    5.00000
   365.000        6.47657    5.00000
   366.000        3.22439    5.00000
   367.000       -4.07961    5.00000
   368.000       -0.71264    5.00000
   369.000        9.67270    5.00000
   370.000        2.46163    5.00000
   371.000       -8.95578    5.00000
   372.000       -5.70667    5.00000
   373.000        8.06337    5.00000
   374.000        0.24122    5.00000
   375.000        1.36075    5.00000
   376.000       -5.31483    5.00000
   377.000        8.22471    5.00000
   378.000       -0.04315    5.00000
   379.000       -2.48014    5.00000
   380.000       -0.07161    5.00000
   381.000       15.60576    5.00000
   382.000        0.70920    5.00000
   383.000        2.44019    5.00000
   384.000       -6.58561    5.00000
   385.000       -2.55733    5.00000
   386.000       -8.70688    5.00000
   387.000        5.39606    5.00000
   388.000       -2.77894    5.00000
   389.000       -1.60364    5.00000
   390.000        1.28082    5.00000
   391.000        2.48711    5.00000
   392.000       10.98979    5.00000
   393.000        0.82278    5.00000
   394.000        6.00564    5.00000
   395.000       -2.82485    5.00000
   396.000       -4.20303    5.00000
   397.000       -2.77890    5.00000
   398.000        0.51954    5.00000
   399.000        2.12953    5.00000
   400.000        6.14731    5.00000
   401.000        5.50198    5.00000
   402.000       -1.88991    5.00000
   403.000        2.44198    5.00000
   404.000        6.40319    5.00000
   405.000       -5.63990    5.00000
   406.000       -2.28725    5.00000
   407.000       -5.22433    5.00000
   408.000        4.22516    5.00000
   409.000        1.12406    5.00000
   410.000       -3.05151    5.00000
   411.000        3.91825    5.00000
   412.000       -0.33668    5.00000
   413.000        6.46281    5.00000
   414.000        0.64450    5.00000
   415.000        3.37997    5.00000
   416.000       -5.09912    5.00000
   417.000        4.24521    5.00000
   418.000        0.24200    5.00000
   419.000       -6.14285    5.00000
   420.000       -6.52661    5.00000
   421.000       -2.08554    5.00000
   422.000        7.00526    5.00000
   423.000       -7.13631    5.00000
   424.000        9.79146    5.00000
   425.000        3.60343    5.00000
   426.000        6.33915    5.00000
   427.000        9.80368    5.00000
   428.000        3.15467    5.00000
   429.000        8.30096    5.00000
   430.000        9.36200    5.00000
   431.000        9.15831    5.00000
   432.000       18.82872    5.00000
   433.000       18.10128    5.00000
   434.000       24.75250    5.00000
   435.000       29.35160    5.00000
   436.000       31.75890    5.00000
   437.000       38.95236    5.00000
   438.000       35.40475    5.00000
   439.000       40.96719    5.00000
   440.000       61.72096    5.00000
   441.000       59.83083    5.00000
   442.000       72.39225    5.00000
   443.000       81.97880    5.00000
   444.000       85.39636    5.00000
   445.000       94.13115    5.00000
   446.000       89.78224    5.00000
   447.000       94.03241    5.00000
   448.000       98.36642    5.00000
   449.000      103.31061    5.00000
   450.000       94.07365    5.00000
   451.000      104.34388    5.00000
   452.000       94.91468    5.00000
   453.000      105.61682    5.00000
   454.000       98.05389    5.00000
   455.000       92.57484    5.00000
   456.000       73.93513    5.00000
   457.000       74.60234    5.00000
   458.000       76.49283    5.00000
   459.000       58.25130    5.00000
   460.000       58.85180    5.00000
   461.000       43.19370    5.00000
   462.000       40.38759    5.00000
   463.000       48.46333    5.00000
   464.000       33.26241    5.00000
   465.000       31.79971    5.00000
   466.000       20.91321    5.00000
   467.000       10.01182    5.00000
   468.000        7.50099    5.00000
   469.000       16.47935    5.00000
   470.000       11.83443    5.00000
   471.000       15.98195    5.00000
   472.000        5.00839    5.00000
   473.000        8.11192    5.00000
   474.000        2.01027    5.00000
   475.000        8.13706    5.00000
   476.000       -6.13620    5.00000
   477.000        4.03198    5.00000
   478.000       -0.93481    5.00000
   479.000        2.57475    5.00000
   480.000        8.07147    5.00000
   481.000        4.75400    5.00000
   482.000        5.80513    5.00000
   483.000       -1.41600    5.00000
   484.000      -10.90170    5.00000
   485.000       -3.24603    5.00000
   486.000        3.63578    5.00000
   487.000       -3.55897    5.00000
   488.000        4.11736    5.00000
   489.000       -6.95647    5.00000
   490.000        1.47326    5.00000
   491.000        8.93893    5.00000
   492.000        4.82941    5.00000
   493.000       -1.87499    5.00000
   494.000        5.84703    5.00000
   495.000        1.89088    5.00000
   496.000       -0.42676    5.00000
   497.000        8.49385    5.00000
   498.000        4.99380    5.00000
   499.000       -6.41728    5.00000
   500.000        0.53999    5.00000
   501.000       11.92009    5.00000
   502.000        4.21241    5.00000
   503.000       15.42047    5.00000
   504.000       10.20483    5.00000
   505.000       12.31711    5.00000
   506.000        0.64693    5.00000
   507.000        8.29155    5.00000
   508.000       20.27358    5.00000
   509.000       22.03746    5.00000
   510.000       19.01299    5.00000
   511.000       18.01387    5.00000
   512.000       20.58839    5.00000
   513.000       27.89009    5.00000
   514.000       33.28026    5.00000
   515.000       33.79654    5.00000
   516.000       38.94422    5.00000
   517.000       51.86355    5.00000
   518.000       60.54439    5.00000
   519.000       61.25475    5.00000
   520.000       64.36265    5.00000
   521.000       74.65953    5.00000
   522.000       65.16279    5.00000
   523.000       72.85200    5.00000
   524.000       73.21702    5.00000
   525.000       73.09960    5.00000
   526.000       70.38897    5.00000
   527.000       78.63349    5.00000
   528.000       74.07894    5.00000
   529.000       66.60448    5.00000
   530.000       71.35464    5.00000
   531.000       51.61108    5.00000
   532.000       53.15225    5.00000
   533.000       44.21245    5.00000
   534.000       52.04380    5.00000
   535.000       37.63040    5.00000
   536.000       35.18323    5.00000
   537.000       27.27430    5.00000
   538.000       30.34457    5.00000
   539.000       23.82293    5.00000
   540.000       20.19338    5.00000
   541.000       15.66601    5.00000
   542.000       16.71364    5.00000
   543.000       12.90813    5.00000
   544.000       11.71842    5.00000
   545.000        0.04857    5.00000
   546.000       12.12696    5.00000
   547.000       10.53601    5.00000
   548.000        7.79170    5.00000
   549.000        2.30152    5.00000
   550.000        3.43209    5.00000
   551.000       -2.53027    5.00000
   552.000        0.10207    5.00000
   553.000       12.24736    5.00000
   554.000        1.44450    5.00000
   555.000       -0.90800    5.00000
   556.000        3.16730    5.00000
   557.000        0.96790    5.00000
   558.000       -3.85045    5.00000
   559.000        3.82819    5.00000
   560.000       -0.87271    5.00000
   561.000        1.49910    5.00000
   562.000        7.09172    5.00000
   563.000        2.42758    5.00000
   564.000        7.75459    5.00000
   565.000        3.68120    5.00000
   566.000       -2.39343    5.00000
   567.000       -2.91238    5.00000
   568.000        1.29425    5.00000
   569.000       -4.34012    5.00000
   570.000        3.04832    5.00000
   571.000        8.25072    5.00000
   572.000       -0.36271    5.00000
   573.000        0.10229    5.00000
   574.000       10.22393    5.00000
